minutes_roll_3,threat_roll_5,element,value,assists_roll_5,creativity_roll_5,bonus_roll_3,goals_conceded_roll_5,creativity_roll_3,ict_index_roll_5,threat_roll_3,total_points_roll_5,api_minutes_roll_5,api_duels_total_roll_3,next_was_home,api_minutes_roll_3,api_blocks_roll_3,ict_index_roll_3,goals_scored_roll_5,api_goals_roll_3,api_duels_won_roll_3,total_points_roll_3,api_duels_total_roll_5,api_duels_won_roll_5,round,api_goals_roll_5,minutes_roll_5,assists_roll_3,goals_conceded_roll_3,api_assists_roll_3,api_interceptions_roll_3,bps_roll_3,clean_sheets_roll_5,goals_scored_roll_3,api_interceptions_roll_5,api_assists_roll_5,api_blocks_roll_5,clean_sheets_roll_3,bonus_roll_5,bps_roll_5,next_opponent_strength,api_tackles_roll_3,api_tackles_roll_5,target_points
90.0,6.8,5,66,0.4,10.3,1.6666666666666667,0.4,12.633333333333333,4.5600000000000005,5.666666666666667,8.6,90.0,8.666666666666666,True,90.0,1.3333333333333333,4.633333333333333,0.0,0.0,6.0,7.333333333333333,9.0,6.0,11,0.0,90.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,25.666666666666668,0.8,0.0,0.8,0.4,0.8,0.6666666666666666,1.8,28.6,3.0,0.6666666666666666,0.8,0.0
90.0,0.0,6,60,0.0,0.1,1.0,0.0,0.1,3.2,0.0,9.0,90.0,13.0,True,90.0,2.0,3.2,0.0,0.0,8.0,9.0,13.0,8.0,1,0.0,90.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,25.0,3.0,4.0,4.0,6.0
90.0,1.0,6,60,0.0,1.1,0.5,0.0,1.1,2.75,1.0,7.5,90.0,8.5,False,90.0,1.0,2.75,0.0,0.0,5.5,7.5,8.5,5.5,2,0.0,90.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,26.0,4.0,2.0,2.0,1.0
61.333333333333336,0.6666666666666666,6,61,0.0,0.7333333333333334,0.3333333333333333,0.0,0.7333333333333334,1.9333333333333333,0.6666666666666666,5.333333333333333,61.666666666666664,5.666666666666667,True,61.666666666666664,0.6666666666666666,1.9333333333333333,0.0,0.0,3.6666666666666665,5.333333333333333,5.666666666666667,3.6666666666666665,3,0.0,61.333333333333336,0.0,0.0,0.0,1.0,18.666666666666668,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,18.666666666666668,3.0,1.3333333333333333,1.3333333333333333,0.0
31.333333333333332,0.5,6,61,0.0,0.55,0.0,0.0,0.7000000000000001,1.45,0.6666666666666666,4.0,46.25,1.3333333333333333,True,31.666666666666668,0.0,0.8666666666666666,0.0,0.0,1.0,2.3333333333333335,4.25,2.75,4,0.0,46.0,0.0,0.0,0.0,0.6666666666666666,10.333333333333334,0.5,0.0,0.75,0.0,0.5,0.3333333333333333,0.25,14.0,4.0,0.0,1.0,2.0
31.333333333333332,1.2,6,60,0.0,1.04,0.0,0.2,1.0,1.7399999999999998,1.3333333333333333,3.6,55.0,4.0,False,31.666666666666668,0.0,1.0666666666666667,0.0,0.0,3.3333333333333335,1.0,5.8,4.2,5,0.0,54.8,0.0,0.3333333333333333,0.0,0.3333333333333333,6.333333333333333,0.4,0.0,0.6,0.0,0.4,0.0,0.2,14.2,3.0,1.3333333333333333,1.6,1.0
45.0,1.6,6,60,0.0,3.3800000000000003,0.0,0.2,4.933333333333334,1.48,2.0,2.0,46.0,5.666666666666667,True,45.0,0.0,1.5999999999999999,0.0,0.0,4.333333333333333,1.0,4.2,3.2,6,0.0,45.8,0.0,0.3333333333333333,0.0,0.0,7.666666666666667,0.2,0.0,0.4,0.0,0.0,0.0,0.0,10.8,3.0,1.3333333333333333,0.8,6.0
75.0,1.2,6,60,0.0,3.4,0.0,0.2,5.666666666666667,1.6199999999999999,2.0,2.0,46.0,7.666666666666667,False,75.0,0.3333333333333333,2.6,0.0,0.0,5.333333333333333,3.0,4.6,3.2,7,0.0,45.8,0.0,0.3333333333333333,0.0,0.0,17.666666666666668,0.2,0.0,0.2,0.0,0.2,0.3333333333333333,0.0,11.4,3.0,1.3333333333333333,0.8,6.0
75.0,1.6,6,60,0.0,3.96,0.0,0.2,5.6000000000000005,2.0,1.3333333333333333,3.0,63.0,5.333333333333333,True,75.0,0.6666666666666666,2.3666666666666667,0.0,0.0,3.0,4.333333333333333,5.6,3.8,8,0.0,63.0,0.0,0.0,0.0,0.0,21.333333333333332,0.4,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,15.8,3.0,0.0,0.8,1.0
75.0,1.6,6,60,0.0,4.26,0.0,0.2,2.1666666666666665,2.18,0.6666666666666666,3.2,72.0,4.333333333333333,False,75.0,0.6666666666666666,2.0333333333333337,0.0,0.0,2.3333333333333335,4.333333333333333,6.0,4.0,9,0.0,72.0,0.0,0.0,0.0,0.0,22.0,0.4,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,17.8,3.0,0.0,0.8,6.0
75.0,0.8,6,60,0.0,4.88,0.0,0.0,3.4666666666666663,2.1,0.6666666666666666,4.0,72.0,5.0,False,75.0,0.3333333333333333,1.8666666666666665,0.0,0.0,3.0,4.333333333333333,5.2,3.0,10,0.0,72.0,0.0,0.0,0.0,0.0,21.666666666666668,0.6,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,20.6,3.0,0.6666666666666666,0.4,1.0
75.0,1.6,6,60,0.0,3.4200000000000004,0.0,0.4,4.033333333333333,2.2800000000000002,2.0,4.0,81.0,6.666666666666667,True,75.0,0.0,2.0666666666666664,0.0,0.0,4.333333333333333,2.6666666666666665,6.2,3.8,11,0.0,81.0,0.0,0.6666666666666666,0.0,0.0,14.333333333333334,0.6,0.0,0.0,0.0,0.4,0.3333333333333333,0.0,19.8,3.0,0.6666666666666666,0.4,2.0
71.0,35.0,7,55,0.0,2.1,2.0,0.0,2.1,7.3,35.0,13.0,72.0,6.0,True,72.0,0.0,7.3,1.0,1.0,3.0,13.0,6.0,3.0,1,1.0,71.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,33.0,3.0,1.0,1.0,13.0
67.0,28.5,7,55,1.0,11.75,1.5,0.0,11.75,7.699999999999999,28.5,13.0,68.0,5.0,False,68.0,0.5,7.699999999999999,0.5,0.5,2.5,13.0,5.0,2.5,2,0.5,67.0,1.0,0.0,1.0,0.0,35.5,1.0,0.5,0.0,1.0,0.5,1.0,1.5,35.5,4.0,0.5,0.5,2.0
74.66666666666667,22.666666666666668,7,56,0.6666666666666666,8.466666666666667,1.0,0.3333333333333333,8.466666666666667,5.8999999999999995,22.666666666666668,9.333333333333334,75.33333333333333,6.333333333333333,True,75.33333333333333,0.3333333333333333,5.8999999999999995,0.3333333333333333,0.3333333333333333,3.6666666666666665,9.333333333333334,6.333333333333333,3.6666666666666665,3,0.3333333333333333,74.66666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,26.666666666666668,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,26.666666666666668,3.0,1.0,1.0,5.0
73.33333333333333,17.5,7,57,0.5,9.5,0.3333333333333333,0.25,11.966666666666667,4.925,11.666666666666666,8.25,73.5,5.666666666666667,True,74.0,0.3333333333333333,4.133333333333333,0.25,0.0,3.3333333333333335,6.666666666666667,5.75,3.25,4,0.25,72.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,21.0,0.75,0.0,1.0,0.5,0.25,0.6666666666666666,0.75,24.0,4.0,1.3333333333333333,1.25,2.0
82.33333333333333,17.8,7,57,0.4,8.84,0.0,0.4,6.8999999999999995,4.5200000000000005,10.666666666666666,7.0,76.8,9.333333333333334,False,82.66666666666667,0.0,2.4000000000000004,0.2,0.0,5.0,3.0,7.6,4.0,5,0.2,76.2,0.0,0.6666666666666666,0.0,1.3333333333333333,10.666666666666666,0.6,0.0,0.8,0.4,0.2,0.3333333333333333,0.6,20.6,3.0,2.3333333333333335,1.6,1.0
75.33333333333333,12.8,7,57,0.4,11.78,0.0,0.6,11.866666666666667,3.66,10.333333333333334,4.6,76.4,7.0,True,76.0,0.0,2.633333333333334,0.0,0.0,3.0,2.6666666666666665,6.8,3.4,6,0.0,75.8,0.0,0.6666666666666666,0.0,0.3333333333333333,7.666666666666667,0.4,0.0,0.8,0.4,0.2,0.3333333333333333,0.2,14.0,3.0,1.6666666666666667,1.4,6.0
77.66666666666667,12.2,7,57,0.0,8.58,0.0,0.6,9.466666666666667,2.7,16.0,3.2,78.6,9.333333333333334,False,78.33333333333333,0.0,3.066666666666667,0.0,0.0,4.666666666666667,3.0,8.2,4.4,7,0.0,78.0,0.0,0.6666666666666666,0.0,0.0,11.0,0.4,0.0,0.8,0.0,0.0,0.3333333333333333,0.0,11.6,3.0,2.0,2.0,6.0
77.66666666666667,11.8,7,57,0.0,9.8,0.0,0.4,10.066666666666668,2.8400000000000007,12.666666666666666,4.0,78.6,7.333333333333333,True,78.33333333333333,0.0,3.1,0.0,0.0,3.6666666666666665,4.333333333333333,8.2,4.0,8,0.0,78.0,0.0,0.3333333333333333,0.0,0.0,17.333333333333332,0.6,0.0,0.2,0.0,0.0,0.6666666666666666,0.0,15.0,3.0,1.3333333333333333,1.8,6.0
81.66666666666667,11.8,7,58,0.0,8.040000000000001,0.0,0.4,5.733333333333333,2.6400000000000006,10.0,4.2,81.4,8.0,False,82.33333333333333,0.0,2.4333333333333336,0.0,0.0,4.333333333333333,6.0,8.2,4.0,9,0.0,80.8,0.0,0.0,0.0,0.0,26.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0,1.3333333333333333,1.4,6.0
80.66666666666667,11.4,7,58,0.0,7.459999999999999,0.0,0.2,5.033333333333333,2.7800000000000002,9.333333333333334,5.0,77.8,6.666666666666667,False,81.33333333333333,0.0,2.533333333333334,0.0,0.0,3.3333333333333335,6.0,6.6,3.4,10,0.0,77.0,0.0,0.0,0.0,0.0,28.333333333333332,0.8,0.0,0.0,0.0,0.0,1.0,0.0,22.2,3.0,0.6666666666666666,1.0,1.0
80.66666666666667,16.4,7,58,0.0,5.66,0.0,0.4,4.966666666666666,3.2600000000000007,18.0,5.0,81.8,8.0,True,81.33333333333333,0.0,3.333333333333334,0.0,0.0,4.0,4.333333333333333,8.8,4.6,11,0.0,81.2,0.0,0.6666666666666666,0.0,0.3333333333333333,19.333333333333332,0.8,0.0,0.2,0.0,0.0,0.6666666666666666,0.0,22.0,3.0,0.3333333333333333,1.0,2.0
19.0,0.0,8,55,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.0,20.0,9.0,True,20.0,0.0,0.3,0.0,0.0,3.0,0.0,9.0,3.0,1,0.0,19.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,2.0,2.0,24.0
41.0,37.5,8,55,0.5,14.4,1.5,0.0,14.4,10.1,37.5,12.0,42.0,9.0,False,42.0,0.0,10.1,1.0,1.0,4.5,12.0,9.0,4.5,2,1.0,41.0,0.5,0.0,0.5,1.0,32.5,0.5,1.0,1.0,0.5,0.0,0.5,1.5,32.5,4.0,3.0,3.0,2.0
57.333333333333336,28.666666666666668,8,56,0.3333333333333333,13.733333333333334,1.0,0.3333333333333333,13.733333333333334,7.8999999999999995,28.666666666666668,8.666666666666666,58.0,8.333333333333334,True,58.0,0.0,7.8999999999999995,0.6666666666666666,0.6666666666666666,4.0,8.666666666666666,8.333333333333334,4.0,3,0.6666666666666666,57.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,24.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,24.0,3.0,2.6666666666666665,2.6666666666666665,8.0
81.0,30.25,8,57,0.25,13.55,1.6666666666666667,0.25,17.96666666666667,7.625,40.333333333333336,8.5,66.0,8.666666666666666,True,81.33333333333333,0.0,10.066666666666666,0.5,0.6666666666666666,5.333333333333333,11.333333333333334,8.75,4.75,4,0.5,65.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,37.333333333333336,0.5,0.6666666666666666,0.5,0.25,0.0,0.6666666666666666,1.25,27.25,4.0,2.6666666666666665,2.5,1.0
86.33333333333333,25.8,8,57,0.2,13.62,0.6666666666666666,0.4,13.1,6.88,18.0,7.0,68.8,10.0,False,86.66666666666667,0.0,4.733333333333333,0.4,0.0,6.0,3.6666666666666665,9.6,5.4,5,0.4,68.2,0.0,0.6666666666666666,0.0,0.3333333333333333,20.0,0.4,0.0,0.6,0.2,0.0,0.3333333333333333,1.0,25.0,3.0,3.6666666666666665,3.4,2.0
86.33333333333333,30.8,8,58,0.2,21.2,0.6666666666666666,0.6,21.7,8.580000000000002,22.666666666666668,7.4,82.8,13.333333333333334,True,86.66666666666667,0.0,6.5,0.4,0.0,7.666666666666667,3.6666666666666665,11.2,6.4,6,0.4,82.4,0.0,0.6666666666666666,0.0,0.6666666666666666,21.0,0.4,0.0,0.8,0.2,0.0,0.3333333333333333,1.0,27.6,3.0,3.6666666666666665,3.4,11.0
86.33333333333333,21.6,8,58,0.2,18.860000000000003,0.6666666666666666,0.6,22.96666666666667,5.92,20.666666666666668,4.8,88.0,14.0,False,86.66666666666667,0.0,6.433333333333333,0.0,0.0,8.0,4.666666666666667,11.8,6.8,7,0.0,87.8,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,23.0,0.4,0.0,0.8,0.0,0.0,0.3333333333333333,0.8,22.6,3.0,5.0,3.8,6.0
90.0,20.6,8,59,0.2,22.740000000000002,0.6666666666666666,0.4,28.933333333333334,6.32,20.0,5.6,88.0,12.333333333333334,True,90.0,0.0,6.966666666666666,0.0,0.0,6.666666666666667,6.333333333333333,12.0,7.0,8,0.0,87.8,0.3333333333333333,0.3333333333333333,0.0,1.0,26.666666666666668,0.6,0.0,0.8,0.0,0.0,0.6666666666666666,0.8,26.6,3.0,3.3333333333333335,3.8,6.0
90.0,14.0,8,60,0.2,23.48,0.6666666666666666,0.4,21.766666666666666,5.58,12.333333333333334,5.2,88.0,10.666666666666666,False,90.0,0.0,5.066666666666666,0.0,0.0,6.333333333333333,7.666666666666667,12.4,7.0,9,0.0,87.8,0.3333333333333333,0.0,0.0,0.6666666666666666,31.666666666666668,0.6,0.0,0.8,0.0,0.0,1.0,0.4,24.2,3.0,3.3333333333333335,3.8,6.0
90.0,15.8,8,61,0.2,20.94,0.0,0.2,16.566666666666666,5.279999999999999,8.333333333333334,6.2,90.0,8.333333333333334,False,90.0,0.0,3.6666666666666665,0.0,0.0,4.333333333333333,6.0,10.8,5.8,10,0.0,90.0,0.0,0.0,0.0,0.0,24.0,0.8,0.0,0.6,0.0,0.0,1.0,0.4,25.0,3.0,2.0,2.8,1.0
90.0,12.4,8,61,0.2,14.559999999999999,0.0,0.4,8.066666666666665,4.0600000000000005,9.0,6.0,90.0,9.0,True,90.0,0.0,2.733333333333333,0.0,0.0,5.333333333333333,4.333333333333333,9.4,5.6,11,0.0,90.0,0.0,0.6666666666666666,0.0,0.0,17.333333333333332,0.8,0.0,0.4,0.0,0.0,0.6666666666666666,0.4,24.4,3.0,2.3333333333333335,3.0,5.0
0.0,0.0,9,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,9,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
18.0,0.0,10,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,True,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,18.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0
22.0,0.0,10,55,0.0,1.85,0.0,0.0,1.85,0.4,0.0,0.5,23.0,3.5,False,23.0,0.0,0.4,0.0,0.0,2.0,0.5,3.5,2.0,2,0.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.5,0.5,0.0
14.666666666666666,0.0,10,54,0.0,1.2333333333333334,0.0,0.0,1.2333333333333334,0.26666666666666666,0.0,0.3333333333333333,15.333333333333334,2.3333333333333335,True,15.333333333333334,0.0,0.26666666666666666,0.0,0.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,3,0.0,14.666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0
16.0,0.0,10,54,0.0,1.425,0.0,0.0,1.9000000000000001,0.225,0.0,0.5,17.0,3.0,True,16.333333333333332,0.0,0.3,0.0,0.0,1.6666666666666667,0.6666666666666666,2.5,1.25,4,0.0,16.5,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.0,0.3333333333333333,0.25,0.0
7.333333333333333,0.0,10,53,0.0,1.1400000000000001,0.0,0.0,0.6666666666666666,0.18,0.0,0.4,13.6,1.0,False,7.333333333333333,0.0,0.03333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,1.0,5,0.0,13.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.0,0.0,0.2,1.0
8.0,0.4,10,53,0.0,1.32,0.0,0.0,0.9666666666666667,0.22000000000000003,0.6666666666666666,0.6,12.2,1.3333333333333333,True,11.333333333333334,0.0,0.10000000000000002,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,1.0,6,0.0,10.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0,0.0,0.2,1.0
5.666666666666667,0.8,10,53,0.0,0.64,0.0,0.0,0.39999999999999997,0.18,1.3333333333333333,0.6,9.8,1.0,False,9.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.6666666666666666,1.2,0.2,7,0.0,7.8,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,3.0,0.0,0.0,0.0
5.666666666666667,0.8,10,52,0.0,0.64,0.0,0.0,0.39999999999999997,0.18,1.3333333333333333,0.6,9.8,1.0,True,9.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.6666666666666666,1.2,0.2,8,0.0,7.8,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,3.0,0.0,0.0,1.0
5.666666666666667,0.8,10,52,0.0,0.3,0.0,0.0,0.19999999999999998,0.18,0.6666666666666666,0.6,7.4,0.6666666666666666,False,8.333333333333334,0.0,0.23333333333333336,0.0,0.0,0.0,0.6666666666666666,0.6,0.0,9,0.0,3.8,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,3.0,0.0,0.0,1.0
