minutes_roll_3,element,value,bonus_roll_3,goals_conceded_roll_5,ict_index_roll_5,total_points_roll_5,api_minutes_roll_5,next_was_home,api_minutes_roll_3,ict_index_roll_3,total_points_roll_3,round,minutes_roll_5,api_saves_roll_3,goals_conceded_roll_3,saves_roll_3,bps_roll_3,clean_sheets_roll_5,saves_roll_5,api_saves_roll_5,clean_sheets_roll_3,bonus_roll_5,bps_roll_5,next_opponent_strength,target_points
0.0,69,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,69,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,69,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,70,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
90.0,101,45,0.0,3.0,1.2,1.0,90.0,True,90.0,1.2,1.0,1,90.0,2.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,5.0
90.0,101,45,0.0,1.5,1.1,3.0,90.0,False,90.0,1.1,3.0,2,90.0,2.0,1.5,2.0,12.5,0.5,2.0,2.0,0.5,0.0,12.5,3.0,1.0
90.0,101,45,0.0,1.6666666666666667,1.1666666666666667,2.3333333333333335,90.0,True,90.0,1.1666666666666667,2.3333333333333335,3,90.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,9.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,9.0,3.0,2.0
90.0,101,45,0.0,1.75,1.7,2.25,90.0,False,90.0,1.8666666666666665,2.6666666666666665,4,90.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,11.666666666666666,0.25,2.25,2.25,0.3333333333333333,0.0,9.75,3.0,1.0
90.0,101,45,0.0,2.0,1.72,2.0,90.0,True,90.0,2.1333333333333333,1.3333333333333333,5,90.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5.0,0.2,2.2,2.2,0.0,0.0,8.0,3.0,8.0
90.0,101,45,0.0,1.6,2.8,3.4,90.0,True,90.0,3.9,3.6666666666666665,6,90.0,3.6666666666666665,2.0,3.6666666666666665,12.666666666666666,0.2,2.8,2.8,0.0,0.0,12.2,4.0,3.0
90.0,101,45,0.0,1.8,3.0599999999999996,3.0,90.0,False,90.0,3.5666666666666664,4.0,7,90.0,3.3333333333333335,1.6666666666666667,3.3333333333333335,13.333333333333334,0.0,3.0,3.0,0.0,0.0,10.8,3.0,6.0
90.0,101,45,0.0,1.4,2.96,4.0,90.0,True,90.0,3.233333333333333,5.666666666666667,8,90.0,3.0,0.6666666666666666,3.0,21.333333333333332,0.2,3.0,3.0,0.3333333333333333,0.0,15.4,4.0,2.0
90.0,101,45,0.0,1.4,2.7,4.0,90.0,False,90.0,1.7,3.6666666666666665,9,90.0,2.3333333333333335,1.0,2.3333333333333335,16.333333333333332,0.2,2.8,2.8,0.3333333333333333,0.0,15.0,3.0,1.0
90.0,101,45,0.0,1.2,2.6599999999999997,4.0,90.0,True,90.0,1.4666666666666668,3.0,10,90.0,2.0,1.3333333333333333,2.0,15.333333333333334,0.2,2.8,2.8,0.3333333333333333,0.0,17.0,3.0,2.0
90.0,101,45,0.0,1.2,1.4,2.8,90.0,False,90.0,1.3,1.6666666666666667,11,90.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,8.333333333333334,0.2,1.8,1.8,0.0,0.0,12.8,3.0,2.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,102,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,103,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,104,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,105,39,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,39,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,105,39,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,45,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,45,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,138,45,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,44,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,44,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,44,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,44,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,44,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,43,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,43,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,138,43,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
90.0,139,45,0.0,1.0,1.4,2.0,90.0,False,90.0,1.4,2.0,1,90.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0
90.0,139,45,0.0,1.5,1.7,1.5,90.0,True,90.0,1.7,1.5,2,90.0,1.0,1.5,1.0,7.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,2.0
90.0,139,45,0.0,1.3333333333333333,1.8,1.6666666666666667,90.0,False,90.0,1.8,1.6666666666666667,3,90.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,8.333333333333334,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,8.333333333333334,3.0,2.0
90.0,139,45,0.0,1.5,2.0,1.75,90.0,True,90.0,2.1999999999999997,1.6666666666666667,4,90.0,2.0,1.6666666666666667,2.0,10.333333333333334,0.0,1.75,1.75,0.0,0.0,10.0,3.0,1.0
90.0,139,45,0.0,1.6,1.98,1.6,90.0,False,90.0,2.1666666666666665,1.6666666666666667,5,90.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,10.666666666666666,0.0,1.8,1.8,0.0,0.0,9.2,3.0,2.0
90.0,139,45,0.0,1.6,1.94,1.6,90.0,False,90.0,1.8999999999999997,1.6666666666666667,6,90.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,9.666666666666666,0.0,2.0,2.0,0.0,0.0,9.0,3.0,1.0
90.0,139,44,0.0,1.4,1.94,1.6,90.0,True,90.0,1.7,1.3333333333333333,7,90.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,8.666666666666666,0.0,2.4,2.4,0.0,0.0,10.4,3.0,2.0
90.0,139,44,0.0,1.4,1.94,1.6,90.0,False,90.0,1.7333333333333332,1.6666666666666667,8,90.0,2.3333333333333335,1.0,2.3333333333333335,10.666666666666666,0.0,2.4,2.4,0.0,0.0,10.6,3.0,1.0
90.0,139,44,0.0,1.8,2.1799999999999997,1.4,90.0,True,90.0,2.5999999999999996,1.3333333333333333,9,90.0,3.3333333333333335,2.0,3.3333333333333335,11.333333333333334,0.0,2.8,2.8,0.0,0.0,9.6,3.0,6.0
90.0,139,44,0.0,1.4,2.2399999999999998,2.4,90.0,False,90.0,2.6666666666666665,3.0,10,90.0,3.0,1.6666666666666667,3.0,17.333333333333332,0.2,2.8,2.8,0.3333333333333333,0.0,14.4,3.0,6.0
90.0,139,44,0.0,1.2,2.34,3.2,90.0,True,90.0,2.5666666666666664,4.333333333333333,11,90.0,3.0,1.3333333333333333,3.0,23.333333333333332,0.4,2.8,2.8,0.6666666666666666,0.0,18.8,3.0,7.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,140,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,141,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,142,40,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
90.0,182,50,0.0,0.0,2.9,7.0,90.0,True,90.0,2.9,7.0,1,90.0,3.0,0.0,3.0,31.0,1.0,3.0,3.0,1.0,0.0,31.0,3.0,2.0
90.0,182,50,0.0,1.0,3.0,4.5,90.0,False,90.0,3.0,4.5,2,90.0,3.0,1.0,3.0,22.0,0.5,3.0,3.0,0.5,0.0,22.0,3.0,2.0
90.0,182,50,0.0,1.3333333333333333,3.3666666666666667,3.6666666666666665,90.0,True,90.0,3.3666666666666667,3.6666666666666665,3,90.0,3.6666666666666665,1.3333333333333333,3.6666666666666665,20.666666666666668,0.3333333333333333,3.6666666666666665,3.6666666666666665,0.3333333333333333,0.0,20.666666666666668,3.0,0.0
60.0,182,50,0.0,1.0,2.525,2.75,67.5,False,60.0,2.4,1.3333333333333333,4,67.5,2.6666666666666665,1.3333333333333333,2.6666666666666665,10.333333333333334,0.25,2.75,2.75,0.0,0.0,15.5,5.0,0.0
30.0,182,49,0.0,0.8,2.02,2.2,54.0,True,30.0,1.3666666666666665,0.6666666666666666,5,54.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,6.0,0.2,2.2,2.2,0.0,0.0,12.4,3.0,0.0
0.0,182,48,0.0,0.8,1.44,0.8,36.0,False,0.0,0.0,0.0,6,36.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,6.2,3.0,0.0
0.0,182,48,0.0,0.4,0.82,0.4,18.0,True,0.0,0.0,0.0,7,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.6,3.0,0.0
0.0,182,47,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,182,47,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,182,47,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,182,47,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,183,45,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,183,45,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
